lyrics_filename,mood,mood_cats,lyrics
Dusty_Springfield___If_You_Go_Away,sad,1,"""If You Go Away LyricsIf you go away on this summer day\nThen you might as well take the sun away\nAll the birds that flew in the summer sky\nWhen our love was new and our hearts were high\nAnd the day was young and the night was long\nAnd the moon stood still for the night bird's song\n\nIf you go away, if you go away, if you go away\n\nBut if you stay, I'll make you a day\nLike no day has been or will be again\nWe'll  ride on the rain, we'll sail on the sun\nWe'll talk to the trees and worship the wind\nThen if you go, I'll understand\nLeave me just enough love to hold in my hand\nIf you go away, If you go away, If you go away\n\nNe me quitte pas\nIl faut oublier\nTout peut s'oublier\nQui s'enfuit déjà\nOublier le temps\nDes malentendus\nEt le temps perdu\nA savoir comment\nOublier ces heures\nQui tuaient parfois\nÀ coups de pourquoi\nLe cœur du bonheur\n\nNe me quitte pas, ne me quitte pas, ne me quitte pas\n\nBut if you stay, I'll make you a night\nLike no night has been or will be again\nWe'll  ride on the rain, I'll ride on your touch\nI'll talk to your eyes, that I love so much\nThen if you go, I'll understand\nLeave me just enough love to hold in my hand\n\nIf you go away, ne me quitte pas, if you go away\nYou might also likeIf you go away, as I know you must\nThere'll be nothing left in this world to trust\nJust an empty room, full of empty space\nLike the empty look I see on your face\nOh, I'd have been the shadow of your shadow\nIf it might have kept me by your side\n\nIf you go away, ne me quitte pas, if you go away\n\nSpoken: Please don't go away!Embed"", 'default'"
Great_Lake_Swimmers___Changing_Colours,happy,0,"""Changing Colours LyricsYou look at me with uncertainty\nYou look at me with urgency\nYou look at me with fear in your eyes\nLike you're about to fall away\n\nBut don't be afraid to change your colours now\nI've known you all Summer, and you rose above it all\nI see you hesitate to fall now\nBut it's a pretty good view from down here, too\n\nAnd when the wind takes you, it takes me, too\nWhen you change colours, I change mine, too\nTry not to think, and I will try, too\nWhen you let go, I will let go, too\nI knew you when you were green and strong\nYou were like a feather on a wing, so long\n\nYou know I will miss you when you are gone\nBut don't be afraid if you just can't hang on\n\n'Cause when the wind takes you, it takes me, too\nWhen you change colours, I change mine, too\nTry not to think and I will try, too\nAnd when you let go, I will let go, too\n\nThe cold air is pushing hard on you\nI know what you're saying; I can feel it, too\nYou'll go through changes, and I'll go through them too\nDon't be afraid now, don't be afraid\n\n'Cause when the wind takes you, it takes me, too\nWhen you change colours, I change mine, too\nTry not to think and I will try, too\nAnd when you let go, I will let go, tooYou might also likeEmbed"", 'default'"
Darkseed___Hear_Me,sad,1,"""Hear Me LyricsA bloody rusted nail\nPiercing through my veins\nNo light to change eternal night to day\nHere human life has no worth\n\nI never found what i was looking for\nDo you hear me when i cry\nI never know what to search\nWill you find it when i'm gone?\n\nDo you hear me when i cry\nNo you don't\nChaos, madness, many sighs\nIn a world without hope\nMy mind's not filled with things to come\nTime runs away under my feet\nA part of me has gone and died\nLife's going on and will do when i'm goneYou might also likeEmbed"", 'default'"
Jimi_Hendrix___Mr_Bad_Luck,happy,0,"""Mr. Bad Luck LyricsLook over yonder, here come the blues\nThe thirteenth of any time, just like a fool\nA double-breasted green and red polka-dot coat\nPlaying the violin, hittin' wrong notes\n\nWow! Look over yonder, he's coming my way\nWhen he's around, I never have a happy day\nHe gives me bad luck by rubbin' his wing\nSee that? I just broke a guitar string\nD'aww...\nOw!\n[Break]\n\nWow! Look over yonder, he's smiling at my babe\nNow she says she's gonna leave me here today\nI don't need bad luck like uh, him hanging around\nHe's knockin' on my door, now my house is burnin' down\nCrackle, crackle\nPop, pop\n\nWow! Look over yonder, this is the end\nHe's just now saying he wants to be my friend\nWhen he's around, I can't do nothing right\nHe's got me wearing shades in the middle of the night\nLook over yonder, yeah\nLook over yonder, baby\nGot to get away, get away from here\nOw! Look over yonder, yeah\nLook over yonder, baby\nGot to, got to look over yonder\nYeah\nLook over yonder\nWhere's my shotgun so I can blow this fool away?\nGet away, brother!\nOw, look over yonder, baby!\nYeah!\nLook over yonder!\nLook over yonder, baby\nLook over yonder!\nYeah, yeahYou might also likeEmbed"", 'default'"
Everclear___Annabellas_Song,happy,0,"""Annabella’s Song LyricsI see you rub your eyes\nYou know it makes me smile\nYou are like the sun to me\nBright as liquid fire\nI feel so powerless\nTo hold you up above the world\nYou are quite alot of trouble\nSuch a pretty little girl\nYou know I'm never home\nI'm always miles and miles away\nI feel I'm running out of time\nSay the things I need to say\nI call you on the telephone\nYou will not talk to me\nYou just dont understand\nYou are my everything\nAnna Anna\nTell me what you want\nTell me what you need\nAnna Anna you are never alone\nYou are never alone\n*chorus*\nI like to watch you play\nWhen you dont know i'm there\nSee you when you sleep at night\nReach out and touch your hair\nI want to make this world be just all you want it to be\nYeah you just dont understand\nYou are my everything\n*chorus*\nAnna you are never aloneYou might also likeEmbed"", 'default'"
Jason_Mraz___Did_You_Get_My_Message__Live_From_Shubas,happy,0,"""Did you get my message? - live from shubas LyricsDid you get my message? The one I left\nWhile I was trying to condense everything\nThat I meant in a minute or less when I called to confess\nAnd make all of my stresses go bye-bye\nDid you get my message? You didn't, I guess\n'Cuz if you did, you would have called me with your sweet intent\nAnd we could give it a rest, 'stead of beating my breast\nAnd makin' all of the pressure go sky-high\nDo you ever wonder what happens to the words that we send\nDo they bend? Do they break from the flight that they take\nAnd come back together again? With a whole new meaning\nAnd a brand new sense completely unrelated to the one I sent\nDid you get my message?\nOh, did you get my message\nOh, did you get my message, yeah?\nUh oh, where did it go? Must have bypassed your phone\nAnd flown right outta the window\nOh well, how can I tell? Should I call the operator?\nOr maybe she know the info\nOr whether or not, if my message you got\nWas too much or a lot to reply, why not try this for a fact\nOr should you ever come back\nI'd relax and be relieved of all my panic attacks\nWell, did you get my message?\nAnd did you get my message?\nD-d-didja-didja-didja now\nDid you get my message, yeah?\nSo, do do do do do do, you now\nDo do do do do do\nDid you get my message? The one that I left\nWhile I was trying to condense everything that I meant\nNow the moment is passed, not much sand in the glass\nAnd I'm standing to lose my mind\nDo you ever wonder what happens to the words that we send\nDo they bend? Do they break from the flight that they take\nAnd come back together again? With a whole new meaning\nTo the matter of our love's defense\nAtleast be sympathetic to the time I spent\nDid you get my message?\nOh, did you get my message?\nD-d-didja-didja-didja now\nDid you get my message, yeah?\nDid you get my message?\nNo, I didn't hear a word, baby\nDid you get my message?\nNo, I'm not gonna believe your lies anymore\nCome on and answer the question now\nI don't hear a thing from you and you keep sayin' you're callin'\nDid you get the message, now? That I want to get back with you?\nDid you get my message, love that I want to reconnect with you? No, no\nDid you get the message, sugar, now?\nI did not hear one thing, you say you sent to me\nWhy didn't you get my message?\nWhy don't you answer the phone?You might also likeEmbed"", 'default'"
Horse_Feathers___Finch_On_Saturday,happy,0,"""Finch on Saturday LyricsBoys, they've got wicked things on their minds\nBefore the father said you're toein' the line\nLike a finch on Saturday, sin with wings\nGive your tongue to God, on Sunday sing\n\nIt all seems fine. These things are off your mind. Remember we're born to die\nBut she was born to cry\nTo cry herself to sleep\n\nRed cowards in the home of the brave\nRather the knaves and crooks that twist the good book\nPeasants, paupers, pilgrims they are the same\nThey give their dollars to God but they need their pay\nIt all seems fine. These things are off your mind. Remember we're born to die\nBut she was born to cry\nTo cry herself to sleepYou might also likeEmbed"", 'default'"
Good_Old_War___Just_Another_Day,sad,1,"'Just Another Day LyricsLooking out my front door\nIn the morning\nI see the light\n\nAfternoon I\'m in the backyard\nPassing the time\n\nAnd when I\'ve said good-bye to sunshine\nI call on some of my friends\n""see you soon, under the moonlight""\nSomething\'s moving\nOutside of my house\nIn the night\n\nIt could be the whistle of the breeze\nOr some wildlife\nBut we are alright\n\nDrinking our tea\nTucked in the bed sheets\nI\'ll dream in melody\n\nHow about you?\nWhat will you do?\n\nOh maybe\nMother and father\nStill see the light\n\nAnd when they can\'t sit in the sunshine\nThey call on each other\n""see you soon, under the moonlight""You might also likeEmbed', 'default'"
Emiliana_Torrini___Bleeder,sad,1,"""Bleeder LyricsLay thee down\nPark your head upon my pillow\nNaked trees they dress in crows\nGreet the horses coming nearer\n\nThrough the rains that bring you down\nYou're a man, humble as a hope\nOh-oh-oh, lay with me\nOh, closer to my body\nOh-oh-oh-oh\nWhen things go wrong, you'll find you're a bleeder\nYou're a man, humble as a hope\nOh-oh-oh, lay with me\nOh, closer to my body\nOh-oh-oh-oh\nWhen things go wrong, you'll find you're a bleeder\n\nOh, when things go wrong, you'll find you're a believerYou might also likeEmbed"", 'default'"
Biosphere___Hyperborea,sad,1,"""Hyperborea LyricsThis was a vision, fresh and clear as a mountain stream\n\nThe mind revealing itself to itself\n\nIn my vision I was on the veranda of a vast estate, a palazzo of some fantastic proportion\n\nThere seemed to emanate from it a light from within this gleaming radiant marble\n\nI'd known this place, I'd in fact been born and raised there\n\nThis was my first return, a reunion with the deepest wellsprings of my being\nHe was happy and carefree...clearly living a life of deep harmony and joy\n\nMy vision ended\n\nAnd I awoke with a tremendous feeling of optimism and confidence\n\nIn my vision I was on the veranda of a vast estate, a palazzo of some fantastic proportion\n\nThe mind revealing itself to itself\n\nThis was a visionYou might also likeEmbed"", 'default'"
Bent___Comin_Back,happy,0,"""Comin’ Back LyricsI, I walked along\nAnd I wound my way round\nI, I saw a light\nShining bright\nI, I'm not sure\nIs it too late to call?\nSo I keep my eyes\nTo the floor\nOh I, I can't carry\nThis load anymore\nOh I'm so afraid\nTo call on your door\nFeeling so alone\nAlong a lonely road\nFeeling so alone\nWell I'm comin' back\nI, walked along\nThe water's edge\nI, saw my reflection\nStare back\nI, don't know\nWhere I'm going\nBut I know\nWhere I've been\nSome days I don't fit\nIn my own skin\nOh I, I can't carry\nThis load anymore\nOh I'm, so afraid\nTo call on your door\nOh I, can't carry\nThis load anymore\nOh I, I'm comin' back\nComin' backYou might also likeEmbed"", 'default'"
Bloodpit___Platitude,sad,1,"""Platitude LyricsIs there a light at the end of your life\nCan you see what happened here\nYou won't see me in a coffin\nI'm to live by the brightest blaze\nTo live by the brightest blaze\n\nI see there ain't no sanctuary\nThere's no shelter\nThere's no grace\n\nI see there ain't no sanctuary\nThere's no shelter\nThere's no grace\nLove and hate, both blind but deep\nWhy can't you see what's going on\nThe long centuries in an hour\nAs I close my tired eyes\n\nI see there ain't no sanctuary\nThere's no shelter\nThere's no grace\n\nI see there ain't no sanctuary\nThere's no shelter\nThere's no grace\n\nSo I spend these times in a shellYou might also likeEmbed"", 'default'"
David_Bowie___Love_You_Till_Tuesday,happy,0,"""Love You Till Tuesday  [Verse 1]\nJust look through your window, look who sits outside\nLittle me is waiting, standing through the night\nWhen you'll walk out through your door I'll wave my flag and shout\n\n[Chorus 1]\nOh, beautiful baby\nMy burning desire started on Sunday\nGive me your heart and I'll love you till Tuesday\n\n[Verse 2]\nWho's that hiding in the apple tree, clinging to a branch\nDon't be afraid it's only me, hoping for a little romance\nIf you lie beneath my shade, I'll keep you nice and cool\n[Chorus 2]\nOh, beatiful baby\nI was very lonely till I met you on Sunday\nMy passion's never-ending and I'll love you till Tuesday\n\n[Verse 3]\nLet the wind blow through your hair, be nice to the big blue sea\nDon't be afraid of the man in the moon, because it's only me\nI shall always watch you until my love runs dry\n\n[Chorus 3]\nOh, beautiful baby\nMy heart's a flame, I'll love you till Tuesday\nMy head's in a whirl and I'll love you till Tuesday\nLove, love, love, love you till Tuesday\nLove, love, love, love you till Tuesday\n\n[Outro]\nWell, I might stretch it till WednesdayYou might also like1"
Chicane___Spirit,calm,2,"""Spirit LyricsSomeday\n\nSomeday\nThe spirit of the heart\n\nSomeday\nThe spirit of the heart\nTo find...\nTo feel you calling your way\n\nAnd someday\nThe miracle will mend\nYou'll know the life that needs the calling to faithYou might also likeEmbed"", 'default'"
American_Head_Charge___Seamless,anger,3,"""Seamless LyricsStink-filled spasms\nDeep in a colostomy bag\nI like being trapped inside\nThe plastic's wearing out\nRed and perfect, her legs\nSpread out in front of me\nThey're so open they make me sweat\nIt's my lubrication\nRecent findings say\nCircumcise the abstinent\nMake it hard for them to breathe\nI like to make you lie\nDropped and so ill\nSteeped in my misogyny\nMy shaking hands are in the skin\nI've gone too far, too soon\nYou look so seamless now\n\nShe stared at me\nThinking I was sweet to it\nHer legs tied apart for me\nIt feels so good inside\nNow I'm thinking\nWho's this that lies under me\nNeeds a piece of my respect\nYou make me so sick, I'm\nCrawling, broken\nMy face is cringing to see\nFigures drawn inside of me\nSuccumb, succumb, succumb\nSickness fittings\nProcured this fascist medium\nBut now I'm laughing in your face\nYou lie, you lie, you lie\n\nYou look so seamless now\n\nTake me, take my lifeYou might also likeEmbed"", 'default'"
